Tags added by POP - Ugly,Clean,Mitch's Category,Laura's Category
sc55p8605575t1580,SC55 P8605 575t 1580,Call Number,Call Number
sc55p8605575t1600,SC55 P8605 575t 1600,Call Number,Call Number
sc55sa313594p,SC55 Sa313 594p,Call Number,Call Number
sc55sa553587d,SC55 Sa553 587d,Call Number,Call Number
sc55sa554576f1595,SC55 Sa554 576f 1595,Call Number,Call Number
sc55sa554581d1582,SC55 Sa554 581d 1582,Call Number,Call Number
sc55sa554587m1760,SC55 Sa554 587m 1760,Call Number,Call Number
sc55sa748eg676hfolio,SC55 Sa748 Eg676h Folio,Call Number,Call Number
sc55so115560a1582,SC55 So115 560a 1582,Call Number,Call Number
sc55so115560a1601,SC55 So115 560a 1601,Call Number,Call Number
sc55t1702553d,SC55 T1702 553d,Call Number,Call Number
sc55t8677557d,SC55 T8677 557d,Call Number,Call Number
sc55ul407565h1566,SC55 Ul407 565h 1566,Call Number,Call Number
sc55ul407570c,SC55 Ul407 570c,Call Number,Call Number
sc6a100607r1610,SC6 A100 607r 1610,Call Number,Call Number
sc6a100617rfolio,SC6 A100 617r Folio,Call Number,Call Number
sc6a100928r,SC6 A100 928r,Call Number,Call Number
sc6al114651a,SC6 Al114 651a,Call Number,Call Number
sc6al248606o1674foliocopy2,SC6 Al248 606o 1674 Folio copy 2,Call Number,Call Number
sc6al863612d,SC6 Al863 612d,Call Number,Call Number
sc6b6152618cfolio,SC6 B6152 618c Folio,Call Number,Call Number
sc6b7399604b,SC6 B7399 604b,Call Number,Call Number
sc6c1133616d,SC6 C1133 616d,Call Number,Call Number
sc6c1275641s,SC6 C1275 641s,Call Number,Call Number
sc6c2200634afolio,SC6 C2200 634a Folio,Call Number,Call Number
sc6c2545602c,SC6 C2545 602c,Call Number,Call Number
sc6c2656617t,SC6 C2656 617t,Call Number,Call Number
sc6c2802l613dfolio,SC6 C2802L 613d Folio,Call Number,Call Number
sc6c3378618p1637,SC6 C3378 618p 1637,Call Number,Call Number
sc6d1838eg716c,SC6 D1838 Eg716c,Call Number,Call Number
sc6d7799649d,SC6 D7799 649d,Call Number,Call Number
sc6en727642a,SC6 En727 642a,Call Number,Call Number
sc6f8488635t,SC6 F8488 635t,Call Number,Call Number
sc6g5898633n,SC6 G5898 633n,Call Number,Call Number
sc6g7536ei703t,SC6 G7536 Ei703t,Call Number,Call Number
sc6g7636639l,SC6 G7636 639l,Call Number,Call Number
sc6h9473eg6701671,SC6 H9473 Eg670 1671,Call Number,Call Number
sc6j3273624d,SC6 J3273 624d,Call Number,Call Number
sc6l5517641v,SC6 L5517 641v,Call Number,Call Number
sc6l5538634rb,SC6 L5538 634rb,Call Number,Call Number
sc6l9748603f,SC6 L9748 603f,Call Number,Call Number
sc6m3377599d1605,SC6 M3377 599d 1605,Call Number,Call Number
sc6m3377599d1611,SC6 M3377 599d 1611,Call Number,Call Number
sc6n5568631a,SC6 N5568 631a,Call Number,Call Number
sc6ou26607t1675,SC6 Ou26 607t 1675,Call Number,Call Number
sc6p4158624s1648,SC6 P4158 624s 1648,Call Number,Call Number
sc6p4158632p1736,SC6 P4158 632p 1736,Call Number,Call Number
sc6p4158635p1638,SC6 P4158 635p 1638,Call Number,Call Number
sc6p4158638s,SC6 P4158 638s,Call Number,Call Number
sc6qu399eg667v1689,SC6 Qu399 Eg667v 1689,Call Number,Call Number
sc6su135590c1730folio,SC6 Su135 590c 1730 Folio,Call Number,Call Number
sc6su135608o1609folio,SC6 Su135 608o 1609 Folio,Call Number,Call Number
sc65l1169696gfolio,SC65 L1169 696g Folio,Call Number,Call Number
sc7g7627c750sfolio,SC7 G7627C 750s Folio,Call Number,Call Number
sc7l9799737pfolio,SC7 L9799 737p Folio,Call Number,Call Number
sc7p6532740dfolio,SC7 P6532 740d Folio,Call Number,Call Number
sc8sp154s825rfolio,SC8 Sp154S 825r Folio,Call Number,Call Number
,"Scaevola, Gaius Mucius",,
scagliagirolamo,"Scaglia, Girolamo",Person,Person
scagliushieronymus,"Scaglius, Hieronymus",Person,Person
scaleboards,Scaleboards,,Type Book Attribute
scarellastefano17thcentury,"Scarella, Stefano, 17th century",Person,Person
,"Scatcherd, Norrisson , 1780-1853",,
,"Scatcherd, Norrisson Cavendish, 1780-1853",,
,"Scatcherd, Norrisson, 1780-1853",,
schäferundkoradi,Schäfer und Koradi,,Organization
,"Schallenberger, Jacob",,
,"Schallenbergerin, Marina",,
scharffgottfriedbalthasar,"Scharff, Gottfried Balthasar",Person,Person
schäufeleinhansapproximately1480approximately1539,"Schäufelein, Hans, approximately 1480-approximately 1539",Person,Person
,"Schedel, Hartmann, 1440-1514",,
,"Scheiblich, Abraham",,
scheidlini,Scheidlini,,Person
,"Schelling, Felix Emmanuel, 1858-1945",,
scherbgeorgius,"Scherb, Georgius",Person,Person
schermergeorgd1597,"Schermer, Georg, d. 1597",Person,Person
schillerjohannmichael17thcent,"Schiller, Johann Michael, 17th cent.",Person,Person
schirlentznickel,"Schirlentz, Nickel",Person,Person
,"Schleich, Clemens, d. 1588",,
schleswigholsteinchristianvon18311917,"Schleswig-Holstein, Christian von, 1831-1917",Person,Person
schlossspiez,Schloss Spiez,,Person
schlundtewald,"Schlundt, Ewald",Person,Person
schlundtewald19141987,"Schlundt, Ewald, 1914-1987",Person,Person
,"Schlusselfelderus, Christophorus",,
,"Schmidhuser, Jacob",,
,"Schmidt, Jacob, fl. 1514-1537?",,
,"Schmidt, Nickel, d. 1555",,
schmidtpaul18341907,"Schmidt, Paul, 1834-1907",Person,Person
,"Schmiedhöfer, Johann",,
,"Schneeberg, Johann Wellinger, Freiherr von",,
schnotzgeorg,"Schnotz, Georg",Person,Person
schobserhansd1530,"Schobser, Hans, d. 1530",Person,Person
,"Schoeller, Ida",,
,"Schöffer, Johann, ca. 1468-1531",,
,"Schöffler, Hektor",,
,Schola Altenburgensis,,
scholanicolaitana,Schola Nicolaitana,,Organization
,"Schollen, Joannes",,
,"Schollen, Johannes",,
,"Scholtz, Robert",,
,"Schön, Erhard, ‡d d. 1542",,
,"Schön, Erhard, d. 1542",,
,"Schönemann, C.P.C.",,
schönemannkarlphilippchristian18011855,"Schönemann, Karl Philipp Christian, 1801-1855",Person,Person
,"Schönfeld, Laurentius von",,
,"Schönherr, Daniel",,
,"Schönig, Valentin, fl. 1572-1613",,
,Schöningen (Germany),,
,"Schönsperger, Johann, -1520?",,
schönspergerjohannca14801543,"Schönsperger, Johann, ca. 1480-1543",Person,Person
,"Schönsperger, Johann, d. 1520?",,
,"Schoppe, Kaspar, 1576-1649",,
schoppeotto,"Schoppe, Otto",Person,Person
,"Schoppen, Andreas",,
schosserjohannes15341585,"Schosser, Johannes, 1534-1585",Person,Person
,"Schott, Johann, 1477-1548",,
,"Schott, Martin, d. 1499",,
schraemliharry,"Schraemli, Harry",Person,Person
,"Schramm, Karl, 1810-1888",,
schrammw,"Schramm, W.",Person,Person
schreindladamfl15661591,"Schreindl, Adam, fl. 1566-1591",Person,Person
schreyersebald14461520,"Schreyer, Sebald, 1446-1520",Person,Person
schrodinger,Schrodinger,,Person
,"Schulta, Caspar",,
,"Schulte, Caspar",,
schumannvalentin1542,"Schumann, Valentin, -1542",Person,Person
,"Schumann, Valentin, d. 1542",,
,"Schürer, Matthias, d. 1519",,
schussenriedgermany,Schussenried (Germany),Place,Place
,"Schüssler, Jodocus",,
,"Schüssler, Johann, fl. 1470-1473",,
,Schwäbisch Hall (Germany),,
,"Schwägerius, Conradus",,
schwarzkurtl19081983,"Schwarz, Kurt L., 1908-1983",Person,Person
,Schwarzenberg (Germany),,
,Schwarz-Kloster Kreuznach,,
,"Schweikard, Johann, von Kronberg, Archbishop and Elector of Mainz, 1553-1626",,
schweizerraymondj,"Schweizer, Raymond J.",Person,Person
schweizerraymondjd1928,"Schweizer, Raymond J., d. 1928",Person,Person
,"Schwertel, Johann, fl. 1565-1577",,
,"Schwerz, Thomas",,
,"Schwerzius, Thomas",,
,"Schwinck, Wolfgang",,
,"Schymelpheng, Joannes",,
scinzenzelergiovanniangelo,"Scinzenzeler, Giovanni Angelo",Person,Person
,"Scipio, Africanus, ca. 236-183 B.C.",,
,"Scivi, Octavio",,
scorpions,Scorpions,,Animal
scottommasod1566,"Scot, Tommaso, d. 1566",Person,Person
,Scotby Library,,
,Scotland,,
,"Scoto, Gualtiero‏",,
scotobritannus,Scoto-Britannus,,Person
scottrobert,"Scott, Robert",Person,Person
,"Scotto, Girolamo",,
scottoottaviano1498,"Scotto, Ottaviano, -1498",Person,Person
,Scriptores historiae Augustae,,
,Scriptum super IV libros Sententiarum. Liber 2,,
,Scuola di Carità del SS. Rosario,,
seals,Seals,Type,Type Provenance
sealym,"Sealy, M.",Person,Person
,Seckau (Austria),,
,"Seckendorf, Ernst",,
,"Seckendorf, Ernst, 1892-1943",,
,"Sedlmeier, Lienhart",,
,"Seeber, B.",,
seeligmuelleralexandere,"Seeligmueller, Alexander E.",Person,Person
seeligmülleralexandere,"Seeligmüller, Alexander E.",Person,Person
,"Seitz, Peter, d. 1577?",,
,Sélestat (France),,
semclerepiscmon,Sem. Cler. Episc. Mon.,,Organization
seminarisclericalismonasteriensis,Seminaris Clericalis Monasteriensis,,Organization
seminariumcathalaunense,Seminarium Cathalaunense,,Organization
,seminary,,
,"Semiramis, Queen, consort of Shamshi-Adad V, King of Assyria, 9th cent. B.C.",,
,"Semlerus, Caspar",,
senaugolinus,"Sena, Ugolinus",Person,Person
,"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D",,
,"Seneca, Lucius Annaeus, approximately 4 B.C.-65 A.D.",,
senecaluciusannaeusapproximately55bcapproximately39ad,"Seneca, Lucius Annaeus, approximately 55 B.C.-approximately 39 A.D.",Person,Person
,"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.",,
,Senegallia (Italy),,
senfftmaurit,"Senfft, Maurit.",Person,Person
senfftmauritius,"Senfft, Mauritius",Person,Person
senfftmoritz,"Senfft, Moritz",Person,Person
senfftnikolaus,"Senfft, Nikolaus",Person,Person
,"Sengel, Joannes",,
,"Sengelius, Joannes Ludovicus",,
,"Senheim, Joannes Simon",,
,Senigallia (Italy),,
sennftnicolaus,"Sennft, Nicolaus",Person,Person
sensenschmidtjohann1491,"Sensenschmidt, Johann, -1491?",Person,Person
,Sententiarum libri IV,,
seodeurgelspain,Seo de Urgel (Spain),Place,Place
,"Serarius, Nikolaus, 1558-1609",,
,"Seraus, Balthasar",,
,"Sergeant, William",,
sermartellibarolomeofl15631600,"Sermartelli, Barolomeo, fl. 1563-1600",Person,Person
,"Sermartelli, Bartolomeo, fl. 1563-1600",,
sermartellibartolomeofl15631600‏,"Sermartelli, Bartolomeo, fl. 1563-1600‏",Person,Person
,"Sermartelli, Michelangelo",,
,Sermones de tempore et de sanctis,,
sernafranciscodela,"Serna, Francisco de la",Person,Person
,Serra San Quirico (Italy),,
sertenasvincentd1562,"Sertenas, Vincent, d. 1562",Person,Person
servitestamps,Servite stamps,,Type Provenance
servites,Servites,,Organization
,"Servius Tullius, King of Rome, fl. 578-534 B.C.",,
,"Sesalli, Francesco",,
,"Sesalli, Giacomo",,
,"Sessa, Giovanni Battista, fl. 1489-1505",,
sessagiovannibattistafl15461602,"Sessa, Giovanni Battista, fl. 1546-1602",Person,Person
,"Sessa, Giovanni Bernardo",,
sessamelchiorrefl15061549,"Sessa, Melchiorre, fl. 1506-1549",Person,Person
sessamelchiorrefl15461600,"Sessa, Melchiorre, fl. 1546-1600",Person,Person
,"Sessler, Charles, 1854-1935",,
,"Seton-Karr, John, d. 1884",,
setzerjohann1532,"Setzer, Johann, -1532",Person,Person
,"Setzer, Johann, d. 1532",,
sevensagesofgreece,Seven Sages of Greece,,Persons
sevenheadedbeast,Seven-headed beast,,Animal
,"Severus, Lucius Septimius, Emperor of Rome, 146-211",,
,Seville (Spain : Province). Casa de la Provincia,,
sevillespain,Seville (Spain),Place,Place
seymourthomasdthomasday18481907,"Seymour, Thomas D. (Thomas Day), 1848-1907",Person,Person
,"Sfondrati, Paolo Camillo,  1561-1618",,
,"Shaaber, M. A. (Matthias Adam), 1897",,
,"Sharpe, N.",,
sheaffwilliam,"Sheaff, William",Person,Person
sheep,Sheep,Animal,Animal
,Shelf marks,,
shelfmarklabelwithblueborder,Shelfmark label with blue border,,Type Provenance
shelfmarklabels,Shelfmark labels,,Type Provenance
shelfmarks,Shelfmarks,,Type Provenance
shelmarks,Shelmarks,,Type Provenance
,"Sheppard, G.",,
sheringhamhughtempest18761930,"Sheringham, Hugh Tempest, 1876-1930",Person,Person
,Shifaʾ,,
,Shobdon (England),,
,"Shoppee, Charles John, 1823-1897",,
,"Shortt, W. T. P. (William Taylor Peter), b. 1801?",,
shuckburghevelyngeorgeaugustuswilliamsir17511804,"Shuckburgh-Evelyn, George Augustus William, Sir, 1751-1804",Person,Person
,Šibenik (Croatia),,
siebengerjan,"Siebenger, Jan",Person,Person
,siege,,
,"Siegfried, von Feuchtwangen, d. 1311",,
sienaitaly,Siena (Italy),Place,Place
,"Sievers, E.",,
,"Sievers, G. E.",,
,"Sighinolfi, Lino 1876-1956",,
,Sigillum ministri generalis fratrum Minorumt Sancti Francisci Cappucinorum,,
,Sigmaringen (Germany),,
signedbindings,Signed bindings,,Type Provenance
sigourneylhlydiahoward17911865,"Sigourney, L. H. (Lydia Howard), 1791-1865",Person,Person
,"Silas Bronson Library (Waterbury, Conn.)",,
silberbornerh,"Silberborner, H.",Person,Person
silberbornerj,"Silberborner, J.",Person,Person
,Silesia (Czech Republic),,
,"Siliprandus, Dominicus",,
silvaritia,Silvaritia,,Person
silverbindings,Silver bindings,,Type Book Attribute
silvesteràleonissa,Silvester à Leonissa,,Person
,"Silvestris, Eroli de",,
silvettiraimondo,"Silvetti, Raimondo",Person,Person
,Silvius,,
simier,Simier,Person,Person
simieralphonse17961859,"Simier, Alphonse, 1796-1859",Person,Person
simierrelieurduroi,"Simier, relieur du Roi",Person,Person
simierrené17721843,"Simier, René, 1772-1843",Person,Person
,Simms,,
,Simon,,
simondecolines,Simon de Colines,,Person
simonandrélouis18771970,"Simon, André Louis, 1877-1970",Person,Person
,"Simon, Franciscus",,
,"Simon, Richard, 1638-1712",,
simoneprimogenia,Simone Primogenia,,Person
,"Simone, C.",,
simonegennaroantoniode17141780,"Simone, Gennaro Antonio de, 1714-1780",Person,Person
,"Simoneta, Joannes Maria, active 1482-1552",,
,"Simplicius, of Cilicia",,
simpson,Simpson,,Person
,"Simpson, A. C.",,
sinclair,Sinclair,,Person
,"Singe, Jakob, fl. 1585-1638",,
,"Singer, Samuel Weller, 1783-1858",,
,"Singriener, Johann, d. 1545",,
,Sion (Switzerland),,
sirens,Sirens,,Persons
,"Sitgreaves, Samuel, 1764-1827",,
,"Sivos, Giovanni Carlo",,
sixdevromadejanwillem18741936,"Six de Vromade, Jan Willem, 1874-1936",Person,Person
sixvanvromadejanwillem,"Six van Vromade, Jan Willem",Person,Person
sixvanvromadejanwillem18741936,"Six van Vromade, Jan Willem, 1874-1936",Person,Person
,"Sixtus IV, Pope, 1414-1484",,
sixtusvpope15201590,"Sixtus V, Pope, 1520-1590",Person,Person
sketches,Sketches,,Organization
skifffrederickw18681947,"Skiff, Frederick W., 1868-1947",Person,Person
skinnerjames18181881,"Skinner, James, 1818-1881",Person,Person
skulls,Skulls,Type,Type
,"Slingsby, William, Sir, 1562?-1634",,
,Sloane Book Shop,,
smalandiusnicolausjohannis15301610,"Smalandius, Nicolaus Johannis, 1530-1610",Person,Person
smithaharthurhamilton18601941,"Smith, A. H. (Arthur Hamilton), 1860-1941",Person,Person
,"Smith, Bartholomew Deeke, d. 1828",,
,"Smith, C.W.",,
smithcharleshamilton,"Smith, Charles Hamilton",Person,Person
,"Smith, Elder, and Co.",,
,"Smith, George D. (George Dallas), 1870-1920",,
smithharrybache18601936,"Smith, Harry Bache, 1860-1936",Person,Person
,"Smith, Hunter, J.",,
,"Smith, John Spencer, 1769-1845",,
smithmmorton,"Smith, M. Morton",Person,Person
,"Smith, Thomas",,
smithwilliam,"Smith, William",Person,Person
smithwilliam17271803,"Smith, William, 1727-1803",Person,Person
smithmastersje,"Smith-Masters, J. E.",Person,Person
smithmastersjejohnernest,"Smith-Masters, J. E. (John Ernest)",Person,Person
smythjfh,"Smyth, J. F. H.",Person,Person
snails,Snails,Animal,Animal
snakes,Snakes,Animal,Animal
,"Snead, Jhon",,
,"Snead, Peter",,
,"Soaper, George",,
,"Soccini, Bartolommeo, 1436-1507",,
societatisjesuhalae,Societatis Jesu Halae,,Organization
sociétéfranklin,Société Franklin,,Organization
sociétéfranklinpourlapropagationdesbibliothèquespopulairesetdesbibliothèquesdelarméeparis,Société Franklin pour la propagation des bibliothèques populaires et des bibliothèques de l'armée (Paris),Hybrid,Hybrid
societégirondinedesbibliothèquesdelarmeesouslepatronagedelasociétéfranklin,Societé Girondine des Bibliothèques de l'armee sous le patronage de la Société Franklin,,Organization
societégirondinedesbibliothèquesdelarméesouslepatronagedelasociétéfranklin,Societé Girondine des Bibliothèques de l'armée sous le patronage de la Société Franklin,,Organization
,Society of Saint Edmund,,
socrates,Socrates,,Person
soffiafrancesco,"Soffia, Francesco",Person,Person
,Solbad Hall in Tirol (Austria),,
,"Solomon, King of Israel",,
solothurnswitzerlandcanton,Solothurn (Switzerland : Canton),Place,Place
,"Somasco, Giovanni Battista, -approximately 1592",,
,"Soneino, Johannes(?) de",,
,"Sonzogni, Giovanni",,
,"Sonzogni, Giovanni Pietro",,
,"Sonzogni, Parentelli",,
,"Sonzonius, Ioannis Petrus",,
,"Sophonisba, d. 203 B.C.",,
,"Soragna, Raimondo Melilupi, 1842-1891‏",,
,"Soranzo, Giacomo, 1686-1751",,
soranzogiacomo16861761,"Soranzo, Giacomo, 1686-1761",Person,Person
soranzojacopo16861761,"Soranzo, Jacopo, 1686-1761",Person,Person
soranzojacopo16861781,"Soranzo, Jacopo, 1686-1781",Person,Person
,"Soretta, F.",,
,"Sorg, Anton, 15th cent.",,
sorianojosefmaria,"Soriano, Josef Maria",Person,Person
,"Sormanus, Johannes Baptista, fl. 1619-1635",,
sothebycharleswilliamhamilton18201871,"Sotheby, Charles William Hamilton, 1820-1871",Person,Person
,Sotheby's (Firm),,
soubisecharlesderohanprincede17151787,"Soubise, Charles de Rohan, prince de, 1715-1787",Person,Person
,South Orange (N.J.),,
sowerbygeorge17741844,"Sowerby, George, 1774-1844",Person,Person
,"Sowle, Tace, 1667-1746",,
spada,Spada,Person,Person
spadafabrizio16431717,"Spada, Fabrizio, 1643-1717",Person,Person
spadaorazio16131687,"Spada, Orazio, 1613-1687",Person,Person
,Spain. Sovereign (1479-1504 : Ferdinand V and Isabella I),,
spanishcultureclasscollection,Spanish Culture Class Collection,Type,Collection
,"Spannocchi, Erminio",,
,Sparta (Extinct city),,
späthadamdca1890,"Späth, Adam, d. ca. 1890",Person,Person
spawnwillman,"Spawn, Willman",Person,Person
,Spearman,,
spearmange,"Spearman, Ge.",Person,Person
spearmangeorge17141761,"Spearman, George, 1714-1761",Person,Person
spears,Spears,,Misc
,Specchio di croce,,
spectacles,Spectacles,,Misc
,Speculum sapientiae,,
,Speculum vitae humanae,,
,"Spencer, George John Spencer, Earl, 1758-1834",,
,"Speth von Schülzburg, Stephan",,
speyergermany,Speyer (Germany),Place,Place
sphinxes,Sphinxes,Animal,Animal
spiders,Spiders,Animal,Animal
,"Spiegelberg, Frederick, 1863-1937",,
spielmanmeyeradam18561936,"Spielman, Meyer Adam, 1856-1936",Person,Person
spielmannmeyera,"Spielmann, Meyer A.",Person,Person
spielmannmeyeradam18561936,"Spielmann, Meyer Adam, 1856-1936",Person,Person
,"Spiess, Johann, fl. 1571-1610",,
,Spiez (Switzerland),,
,"Spilsbury, Francis Mosley, 1826-1878",,
spine,Spine,Physical,Physical
spines,Spines,Physical,Physical
spinners,Spinners,,Persons
spinning,Spinning,,Misc
,"Spirinx, Louis, 1596-1669",,
,"Spirito, Lorenzo",,
spohnhowardl,"Spohn, Howard L.",Person,Person
spoletoitaly,Spoleto (Italy),Place,Place
,"Spoor, John A. (John Alden), 1851-1926",,
,"Spörli, Jakob, -1625",,
spraguedrev,"Sprague, D. Rev.",Person,Person
springwoodparkkelsoscotland,"Springwood Park (Kelso, Scotland)",Place,Place
,"Squadroni, Antonio",,
squirrels,Squirrels,Animal,Animal
ssconcezioneamontecalvariochurchnaplesitaly,"SS. Concezione a Montecalvario (Church : Naples, Italy)",Hybrid,Hybrid
ssss,SSSS,Monogram,Monogram
stfrancisxavierscollegenewyorkny,"St Francis Xavier's College (New York, N.Y.)",Hybrid,Hybrid
,St Peter's Church,,
,St Peter's College (University of Oxford),,
,St Peter's Hall,,
stagnes,St. Agnes,,Person
stbenedict,St. Benedict,,Person
stbrice,St. Brice,,Person
,St. Charles College (London),,
stemmerammonasteryregensburggermany,"St. Emmeram (Monastery : Regensburg, Germany)",Hybrid,Hybrid
stgall,St. Gall,,Person
stgallus,St. Gallus,,Person
stjerome,St. Jerome,,Person
stjohntheevangelist,St. John the Evangelist,,Person
stjohnfrancis16341705,"St. John, Francis, 1634-1705",Person,Person
,St. John's College (University of Oxford),,
stjosephsseminaryleedsengland,"St. Joseph's Seminary (Leeds, England)",Hybrid,Hybrid
,"St. Maria Fabariense (Church : Pfäfers, Saint Gall, Switzerland)",,
stmartha,St. Martha,,Person
,"St. Martinskirche (Worms, Germany)",,
stomerfrance,St. Omer (France),Place,Place
stothmar,St. Othmar,,Person
stpeter,St. Peter,,Person
stpeteradvincula,St. Peter ad Vincula,,Organization
,St. Peter's Church,,
,"St. Peter's, Cardiff",,
stulrichundafrabenedictineabbeyaugsburggermany,"St. Ulrich und Afra (Benedictine abbey : Augsburg, Germany)",Hybrid,Hybrid
staatsundstadtbibliothekaugsburg,Staats- und Stadtbibliothek Augsburg,Hybrid,Hybrid
staatsundstadtbibliothekaugsburg‏,Staats- und Stadtbibliothek Augsburg‏,Hybrid,Hybrid
,Staats- und Universitätsbibliothek Hamburg,,
,Staatsbad Brückenau (Germany),,
stadionchristophvonbishopofaugsburg14781543,"Stadion, Christoph von, Bishop of Augsburg, 1478-1543",Person,Person
,"Stadler, Joannes",,
,Stadt- und Kreisbibliothek Anna Seghers (Meiningen),,
stadtarchivrostock,Stadtarchiv Rostock,Hybrid,Hybrid
stadtbibliothekfrankfurtammain,Stadtbibliothek Frankfurt am Main,Hybrid,Hybrid
stadtbibliotheklübeck,Stadtbibliothek Lübeck,Hybrid,Hybrid
stadtbibliothekmagdeburg‏,Stadtbibliothek Magdeburg‏,Hybrid,Hybrid
,Stadtbibliothek Nürnberg,,
stadtbibliothekwuerzberg,Stadt-Bibliothek Wuerzberg,Hybrid,Hybrid
stadtbibliothekwürzburg,Stadt-Bibliothek Würzburg,Hybrid,Hybrid
stadtbibliothekzubreslau,Stadtbibliothek zu Breslau,Hybrid,Hybrid
stadtbüchereiwürzburg,Stadtbücherei Würzburg,Hybrid,Hybrid
stadtbuechereiwuerzburg,Stadtbuecherei Wuerzburg,Hybrid,Hybrid
,"Stagnino, Bernardino, d. 1540",,
,"Stagnon, Antonio Maria, 1751-1805",,
stags,Stags,Animal,Animal
stahlernstkonrad18861966,"Stahl, Ernst Konrad, 1886-1966",Person,Person
stahlernstkonradb1886,"Stahl, Ernst Konrad, b. 1886",Person,Person
stamfordthomasgreyearlof16541720,"Stamford, Thomas Grey, Earl of, 1654-1720",Person,Person
stamps,Stamps,Type,Type Provenance
,"Stanes, R.",,
,"Stange, Johann",,
,"Stanhope, Philip, 1732-1768",,
,"Stanislao, Polono, active 1491-1514",,
stanley,Stanley,,Person
staphorstnicolaus16791731,"Staphorst, Nicolaus, 1679-1731",Person,Person
,"Staphylus, Fridericus, 1512-1564",,
,Stargard in Pommern (Germany),,
,Stargard Szczeciński (Poland),,
,"Starkenstein, Emil, 1884-1942",,
starkielegendrepierce17601807,"Starkie, Le Gendre Pierce, 1760-1807",Person,Person
starkielegendrepierce17961819,"Starkie, Le Gendre Pierce, 1796-1819",Person,Person
starkielegendrepiers17601807,"Starkie, Le Gendre Piers, 1760-1807",Person,Person
,"Starling, Samuel, Sir, d. 1674",,
staynerheinrich1548,"Stayner, Heinrich, -1548",Person,Person
stearnsgeorgea,"Stearns, George A.",Person,Person
,"Steels, Joannes, 16th cent.",,
,"Steendam, Jacob, b. 1616",,
stefanoeuangilis,Stefano Euangilis,,Person
stefanoevangelis,Stefano Evangelis,,Person
stefanolorenzo,"Stefano, Lorenzo",Person,Person
stegmayerremigius,"Stegmayer, Remigius",Person,Person
,"Steiber, Johannes",,
steinawegaustria,Steinaweg (Austria),Place,Place
steinbergerleonhardmichael17191766,"Steinberger, Leonhard Michael, 1719-1766",Person,Person
steinerjong,"Steiner, Jon G.",Person,Person
,Steinfeld (Premonstratensian abbey),,
steingadengermany,Steingaden (Germany),Place,Place
steinhauser,Steinhauser,,Person
,"Steinhöwel, Heinrich, 1412-1482?",,
,"Steinmann, Tobias, 1556-1631",,
,"Steinmeyer, Paul, d. 1586",,
,"Steitz, Antonius",,
,"Stella, Tilemann, 1525-1589",,
stephaniuslaurentius,"Stephanius, Laurentius",Person,Person
stephanusbaluziustutelensis,Stephanus Baluzius Tutelensis,,Person
,"Stephen, Saint, d. ca. 36",,
,"Stevens, Charles William, d. 1896",,
stevensonrobertlouis18501894,"Stevenson, Robert Louis, 1850-1894",Person,Person
,"Stewart, Elizabeth",,
,"Stewart, John",,
,"Stewart, Thomas",,
,Steyr (Austria),,
stiftadmont,Stift Admont,,Organization
stiftadmontbibliothek,Stift Admont. Bibliothek,,Organization
stiftellwangen,Stift Ellwangen,,Organization
stiftgöttweig,Stift Göttweig,,Organization
stiftgöttweigsteinawegaustria,"Stift Göttweig (Steinaweg, Austria)",Hybrid,Hybrid
,"Stift Göttweig (Steinaweg, Austria). Bibliothek",,
,Stift Herzogenburg,,
stiftkempten,Stift Kempten,,Organization
stiftlambach,Stift Lambach,,Organization
,Stift Rein bei Graz,,
,Stift Zwettl,,
stiftsbibliotheksanktgallen,Stiftsbibliothek Sankt Gallen,,Organization
stiftsbibliotheksanktgallen‏,Stiftsbibliothek Sankt Gallen‏,,Organization
,Stiftsbibliothek Waldsassen,,
,"Stiger, Eberhardus, de Amersfordia",,
,"Stigiola, Felice, fl. 1593-1604",,
stiglerus,Stiglerus,,Person
,Stikeman & Co.,,
,"Stilo, Anthoninus de",,
stimmertobias15391584,"Stimmer, Tobias, 1539-1584",Person,Person
stiolerus,Stiolerus,,Person
,Stirling County (Scotland),,
stirlingmaxwellwilliam18181878,"Stirling Maxwell, William, 1818-1878",Person,Person
,Stoakley & Son,,
,"Stock, J. E.",,
,"Stocke, Joannis",,
,"Stocke, Johannes",,
,Stockerau (Austria),,
stockhammernkarledlervon18691928,"Stockhammern, Karl Edler von, 1869-1928",Person,Person
stocks,Stocks,,Misc
stocktonhoughlibrary,Stockton-Hough Library,,Organization
,"Stoddard, Richard Henry, 1825-1903",,
stoeckelwolfgangactive14961525,"Stoeckel, Wolfgang, active 1496-1525",Person,Person
stokleyjames19001990,"Stokley, James, 1900-1990",Person,Person
,"Stolberg, Christian Ernst, Prinz, 1691-1771",,
,Stonyhurst College,,
,"Stöpel, Gustav",,
stöpelgustav18471906,"Stöpel, Gustav, 1847-1906",Person,Person
,"Storer, Anthony Morris, 1746-1799",,
storermalcolm1862,"Storer, Malcolm, 1862-",Person,Person
storks,Storks,Animal,Animal
,"Stos, Rolet -1501",,
,"Stos, Rolet, -1501",,
straffordthomaswentworthearlof15931641,"Strafford, Thomas Wentworth, Earl of, 1593-1641",Person,Person
,Strahovská knihovna,,
strangwilliam18591921,"Strang, William, 1859-1921",Person,Person
,Strasbourg (France),,
